"id","date_start","date_end","event_type","event_recurs","event_name","slug","location","lat","lng","location_accuracy","is_in_barcelona","url","event_notes"
"66",2022-08-15,2022-08-21,"Festa Major",true,"Festa Major de Gràcia 2022","festa-major-de-gr-cia-2022","Gracia Neighbourhood",41.4111806,2.157474,2,true,"https://www.festamajordegracia.cat/",""
"67",2022-08-16,2022-08-22,"Music Festival",true,"Rototom Sunsplash Reggae Festival","rototom-sunsplash-reggae-festival","Benicàssim",40.0553841,0.06404549,3,false,"https://rototomsunsplash.com/",""
"68",2022-08-24,2022-08-31,"Festa Major",true,"Festa Major de Sants 2022","festa-major-de-sants-2022","Sants Neighbourhood",41.3754426,2.1355003,2,true,"https://ajuntament.barcelona.cat/sants-montjuic/ca/festa-major-sants","Fiesta Mayor de Sants. End date approximate"
"69",2022-09-01,2022-09-04,"Festa Major",true,"Festa Major de la Bordeta 2022","festa-major-de-la-bordeta-2022","La Bordeta - Various",41.3698948,2.13741,2,true,"http://festamajor.bordeta.org/",""
"70",2022-09-02,2022-09-03,"Music Festival",true,"DGTL Festival","dgtl-festival","Parc del Fòrum, Barcelona",41.4114594,2.2246577,1,true,"https://bcn.dgtl.nl/en/?skip_portal=1",""
"71",2022-09-02,2022-09-05,"Festa Major",true,"Festes Major de Sabadell","festes-major-de-sabadell","Sabadell",41.54967,2.0819966,3,false,"https://web.sabadell.cat/festamajor",""
"72",2022-09-06,2022-09-21,"Festa Major",true,"Festa Major de Diagonal Mar i el Front Marítim 2022","festa-major-de-diagonal-mar-i-el-front-mar-tim-2022","Diagonal Mar i el Front Marítim - Various",41.4068625,2.2118948,2,true,"https://ajuntament.barcelona.cat/santmarti/ca/noticia/diagonal-mar-i-el-front-maritim-de-festa-major_850054",""
"73",2022-09-08,2022-09-12,"Festa Major",true,"Festa Major del Farró 2022","festa-major-del-farr-2022","Farró - Various",41.4031072,2.147559,2,true,"https://elculturista.cat/activitat_familiar/festa-major-del-farro-2/",""
"74",2022-09-09,2022-09-18,"Festa Major",true,"Festa Major d’Horta 2022","festa-major-d-horta-2022","Horta - Various",41.4333728,2.1522428,2,true,"https://beteve.cat/cultura/festes-majors-barcelona-barris/",""
"75",2022-09-09,2022-09-18,"Festa Major",true,"Festa Major de Poblenou","festa-major-de-poblenou","Poblenou - Various",41.4033546,2.2028843,2,true,"https://www.festamajorpoblenou.org/",""
"76",2022-09-09,2022-09-18,"Festa Major",true,"Festa Major del Poblenou 2022","festa-major-del-poblenou-2022","Poblenou Neighbourhood",41.4033546,2.2028843,2,true,"https://www.festamajorpoblenou.org/",""
"77",2022-09-11,2022-09-11,"Local / Neighbourhood Festival",true,"Dia de Catalunya","dia-de-catalunya","Barcelona - Various",41.3873974,2.168568,3,true,"https://web.gencat.cat/es/diada-nacional-de-catalunya/historia/celebracions-historiques/",""
"78",2022-09-15,2022-09-18,"Open Day / Weekend",true,"Barcelona Gallery Weekend 2022","barcelona-gallery-weekend-2022","Barcelona various locations - see website",41.3873974,2.168568,3,true,"https://www.barcelonagalleryweekend.com/","See website for full location information"
"79",2022-09-15,2022-09-18,"Sporting Festival / Event",true,"Skate Love Barcelona","skate-love-barcelona","CEM Mar Bella",41.4000657,2.2117822,1,true,"https://www.skatelovebcn.com/",""
"80",2022-09-23,2022-09-26,"Music Festival",true,"BAM Festival","bam-festival","Barcelona - Various",41.3873974,2.168568,3,true,"https://www.barcelona.cat/bam/en/",""
"81",2022-09-23,2022-09-26,"Local / Neighbourhood Festival",true,"La Mercè (Festes de la Mercè)","la-merc-festes-de-la-merc","Barcelona - Various",41.3873974,2.168568,3,true,"https://www.barcelona.cat/lamerce/ca","Also known simply as La Mercè"
"82",2022-09-29,2022-10-02,"Festa Major",true,"Festa Major de la Barceloneta 2022","festa-major-de-la-barceloneta-2022","Barceloneta Neighbourhood",41.3801061,2.1896957,2,true,"https://www.acib.cat/cat/festa-major-de-la-barceloneta-2022/inici",""
"83",2022-09-30,2022-10-02,"Food Festival",true,"Born Street Food Festival 2022","born-street-food-festival-2022","Plaça Pla de Palau (El Born)",41.3826279,2.1831871,1,true,"https://barcelonaborngourmet.com/en/born-street-food/",""
"84",2022-09-30,2022-10-08,"Festa Major",true,"Festa Major d’Hostafrancs 2022","festa-major-d-hostafrancs-2022","Hostafrancs - Various",41.3752754,2.1433128,2,true,"https://beteve.cat/cultura/festes-majors-barcelona-barris/",""
"85",2022-09-30,2022-10-09,"Festa Major",true,"Festa Major de l’Esquerra de l’Eixample 2022","festa-major-de-l-esquerra-de-l-eixample-2022","Esquerra Eixample",41.3852619,2.1543306,2,true,"https://festesesquerraeixample.org/",""
"86",2022-09-30,2022-10-09,"Music Festival",true,"Festival Internacional Blues de Cerdanyola","festival-internacional-blues-de-cerdanyola","Cerdanyola del Vallès",41.4900778,2.138664,3,false,"https://bluesdecerdanyola.com/",""
"87",2022-09-30,2022-10-12,"Festa Major",true,"Festa Major de les Corts 2022","festa-major-de-les-corts-2022","Les Corts - Various",41.38447,2.1107283,2,true,"https://ajuntament.barcelona.cat/lescorts/ca/coneixeu-el-districte/festa-major",""
"88",2022-10-01,2022-10-09,"Festa Major",true,"Festa Major de Sarrià 2022","festa-major-de-sarri-2022","Sarrià - Various",41.4036152,2.1167357,2,true,"https://www.centredesarria.cat/celebra-la-festa-major-de-sarria-2022-amb-el-centre-i-teatre-de-sarria/",""
"89",2022-10-08,2022-10-16,"Festa Major",true,"Festa Major de Canyelles 2022","festa-major-de-canyelles-2022","Canyelles",41.2829335,1.7230553,3,false,"https://beteve.cat/cultura/festes-majors-barcelona-barris/",""
"90",2022-10-11,2022-12-15,"Music Festival",true,"Barcelona Jazz Festival","barcelona-jazz-festival","Barcelona - Various",41.3873974,2.168568,3,true,"https://www.jazz.barcelona/es/",""
"91",2022-10-12,2022-10-12,"Local / Neighbourhood Festival",true,"Fiesta Nacional de España","fiesta-nacional-de-espa-a","Barcelona - Various",41.3873974,2.168568,3,true,"https://convenioandresbello.org/fiesta-nacional-de-espana/","This is a national holiday in Spain and the day Columbus arrived in America in 1492. (Note: website is not the official one)"
"92",2022-10-22,2022-10-22,"Open Day / Weekend",true,"Barcelona International Community Day","barcelona-international-community-day","Maritime Museum",41.3758504,2.1761781,1,true,"https://www.barcelona.cat/internationalwelcome/en/barcelona-international-community-day-2022",""
"93",2022-11-03,2022-11-13,"Festa Major",true,"Festa Major de la Verneda i Sant Martí de Provençals 2022","festa-major-de-la-verneda-i-sant-mart-de-proven-als-2022","Sant Martí Neighbouhood - Various",41.4100098,2.2029804,2,true,"https://www.barcelona.cat/culturapopular/ca/noticia/infobarcelonacaja-es-aqui-la-festa-major-de-la-verneda-de-sant-marti-2022_1223404",""
"94",2022-11-03,2022-11-20,"Festa Major",true,"Festa Major del Clot - Camp de l’Arpa 2022","festa-major-del-clot-camp-de-l-arpa-2022","Clot and Camp de l'Arpa",41.4134135,2.1813081,2,true,"https://www.eixclot.cat/cat/festa-major-del-clot-2022/programa",""
"95",2022-11-05,2022-11-13,"Local / Neighbourhood Festival",true,"Festa de Tardor de Sant Martí 2022","festa-de-tardor-de-sant-mart-2022","Cerdanyola del Vallès",41.4900778,2.138664,3,false,"https://www.cerdanyola.cat/agenda/festa-de-tardor-de-sant-marti-2022",""
